"('40.70562', '-74.00676')","(1, 1)"
"('40.74339', '-73.98614')","(2, 2)"
"('40.75962', '-73.99548')","(11, 2)"
"('40.80113', '-73.93768')","(2, 1)"
"('40.74154', '-73.98958')","(5, 2)"
"('40.64748', '-74.00066')","(1, 4)"
"('40.85205', '-73.93477')","(1, 4)"
"('40.75324', '-73.96662')","(2, 2)"
"('40.72272', '-73.99415')","(1, 1)"
"('40.74164', '-73.99743')","(1, 3)"
"('40.74707', '-73.98134')","(1, 1)"
"('40.80362', '-73.96338')","(2, 2)"
"('40.70186', '-73.94382')","(1, 2)"
"('40.72084', '-74.00066')","(4, 5)"
"('40.76282', '-73.92899')","(2, 2)"
"('40.70822', '-74.00653')","(1, 4)"
"('40.73656', '-73.98901')","(15, 9)"
"('40.71253', '-74.00766')","(2, 2)"
"('40.74953', '-73.97743')","(1, 4)"
"('40.72832', '-73.99945')","(6, 1)"
"('40.74905', '-73.99574')","(6, 2)"
"('40.73339', '-74.00427')","(4, 1)"
"('40.63613', '-73.97273')","(1, 6)"
"('40.76085', '-73.96107')","(8, 3)"
"('40.71467', '-74.00588')","(2, 1)"
"('40.73358', '-74.00734')","(3, 1)"
"('40.85048', '-73.93684')","(1, 1)"
"('40.75716', '-73.98361')","(1, 1)"
"('40.74382', '-73.97951')","(3, 1)"
"('40.75387', '-73.96615')","(1, 1)"
"('40.74568', '-73.97212')","(2, 3)"
"('40.75306', '-73.98775')","(1, 1)"
"('40.77334', '-73.94901')","(4, 1)"
"('40.74603', '-73.98859')","(1, 1)"
"('40.75962', '-73.99547')","(2, 8)"
"('40.75864', '-73.98134')","(5, 3)"
"('40.80311', '-73.95631')","(1, 3)"
"('40.76122', '-73.93054')","(1, 1)"
"('40.75207', '-73.98346')","(3, 1)"
"('40.75842', '-73.99263')","(2, 10)"
"('40.73579', '-74.00155')","(2, 1)"
"('40.74846', '-73.99246')","(2, 10)"
"('40.74985', '-73.98793')","(6, 1)"
"('40.73975', '-74.00252')","(2, 15)"
"('40.73483', '-73.99075')","(6, 2)"
"('40.68739', '-73.99573')","(2, 1)"
"('40.76273', '-73.97834')","(4, 1)"
"('40.80307', '-73.93837')","(1, 1)"
"('40.78168', '-73.94896')","(2, 1)"
"('40.75652', '-73.99401')","(1, 5)"
"('40.77564', '-73.96051')","(6, 2)"
"('40.72709', '-73.97663')","(1, 1)"
"('40.78178', '-73.98507')","(1, 1)"
"('40.75906', '-73.97261')","(6, 5)"
"('40.73713', '-73.99032')","(4, 1)"
"('40.75863', '-73.96578')","(5, 2)"
"('40.76343', '-73.96521')","(1, 1)"
"('40.71908', '-73.98507')","(1, 2)"
"('40.77831', '-73.96276')","(2, 1)"
"('40.71207', '-73.99694')","(1, 1)"
"('40.68408', '-73.90863')","(1, 2)"
"('40.76859', '-73.98521')","(7, 2)"
"('40.72709', '-73.99155')","(4, 3)"
"('40.70514', '-74.00998')","(5, 1)"
"('40.77299', '-73.98207')","(1, 2)"
"('40.75665', '-73.97856')","(5, 5)"
"('40.75832', '-73.96893')","(6, 4)"
"('40.75076', '-73.96842')","(1, 1)"
"('40.79254', '-73.94103')","(1, 1)"
"('40.75179', '-73.98633')","(1, 1)"
"('40.75017', '-74.00607')","(1, 1)"
"('40.72986', '-73.99143')","(2, 5)"
"('40.74702', '-74.00465')","(1, 1)"
"('40.75272', '-73.99678')","(2, 1)"
"('40.77365', '-73.95172')","(9, 2)"
"('40.75082', '-74.00188')","(2, 1)"
"('40.70614', '-74.00603')","(1, 1)"
"('40.72281', '-73.99309')","(3, 1)"
"('40.73733', '-73.99265')","(5, 1)"
"('40.75143', '-73.99767')","(4, 1)"
"('40.77553', '-73.97645')","(1, 3)"
"('40.75853', '-73.98885')","(11, 1)"
"('40.72876', '-73.98443')","(3, 6)"
"('40.79726', '-73.94051')","(1, 2)"
"('40.72774', '-73.99127')","(4, 1)"
"('40.75098', '-73.98852')","(1, 1)"
"('40.73596', '-74.00512')","(1, 1)"
"('40.73812', '-74.00203')","(3, 1)"
"('40.74164', '-74.00486')","(2, 2)"
"('40.71983', '-73.98754')","(4, 2)"
"('40.84404', '-73.94114')","(1, 1)"
"('40.74715', '-73.98549')","(7, 4)"
"('40.66207', '-73.98559')","(1, 1)"
"('40.75582', '-73.97075')","(4, 1)"
"('40.77496', '-73.95679')","(13, 2)"
"('40.73965', '-73.98905')","(1, 1)"
"('40.77303', '-73.98219')","(3, 2)"
"('40.72062', '-73.99497')","(1, 3)"
"('40.74748', '-73.92732')","(1, 1)"
"('40.76561', '-73.96069')","(4, 1)"
"('40.77246', '-73.96493')","(3, 1)"
"('40.72292', '-74.00217')","(1, 1)"
"('40.68681', '-73.97819')","(1, 2)"
"('40.76948', '-73.95786')","(3, 1)"
"('40.80777', '-73.94548')","(1, 8)"
"('40.76905', '-73.92847')","(1, 1)"
"('40.72018', '-73.99603')","(1, 1)"
"('40.75415', '-73.98039')","(1, 3)"
"('40.76655', '-73.96292')","(2, 1)"
"('40.76824', '-73.92427')","(1, 1)"
"('40.75808', '-73.99287')","(5, 1)"
"('40.74286', '-74.00397')","(4, 1)"
"('40.73755', '-74.00569')","(3, 1)"
"('40.74612', '-73.86824')","(1, 1)"
"('40.71515', '-74.00211')","(3, 4)"
"('40.74768', '-74.00416')","(2, 3)"
"('40.69824', '-73.92996')","(1, 1)"
"('40.71896', '-74.00127')","(2, 1)"
"('40.74326', '-73.98201')","(7, 2)"
"('40.76215', '-73.98776')","(1, 1)"
"('40.75068', '-73.99086')","(11, 1)"
"('40.74494', '-73.99132')","(4, 1)"
"('40.71134', '-73.99677')","(1, 1)"
"('40.72605', '-73.98353')","(2, 4)"
"('40.75045', '-73.98729')","(4, 3)"
"('40.74518', '-73.97092')","(1, 1)"
"('40.68544', '-73.99133')","(1, 3)"
"('40.72161', '-73.99546')","(2, 2)"
"('40.72147', '-73.98383')","(2, 1)"
"('40.76218', '-73.99361')","(3, 3)"
"('40.69665', '-73.93462')","(1, 1)"
"('40.72987', '-73.99072')","(1, 1)"
"('40.71436', '-74.00839')","(1, 1)"
"('40.77743', '-73.95071')","(2, 1)"
"('40.75211', '-73.97767')","(2, 2)"
"('40.75738', '-73.98225')","(7, 4)"
"('40.75962', '-73.97007')","(2, 1)"
"('40.78341', '-73.95694')","(1, 1)"
"('40.75785', '-73.97559')","(7, 2)"
"('40.68026', '-73.97469')","(2, 4)"
"('40.78106', '-73.94941')","(3, 2)"
"('40.74892', '-73.97788')","(1, 2)"
"('40.76462', '-73.99554')","(2, 1)"
"('40.81515', '-73.95782')","(1, 1)"
"('40.72558', '-73.98986')","(4, 3)"
"('40.78858', '-73.95528')","(1, 2)"
"('40.74166', '-74.00112')","(1, 2)"
"('40.71226', '-74.00789')","(2, 2)"
"('40.75916', '-73.98839')","(2, 2)"
"('40.79272', '-73.97318')","(5, 2)"
"('40.76541', '-73.98382')","(2, 2)"
"('40.73321', '-73.99111')","(3, 2)"
"('40.76405', '-73.96475')","(3, 1)"
"('40.75537', '-73.98744')","(5, 4)"
"('40.67051', '-73.97855')","(1, 1)"
"('40.76296', '-73.98189')","(1, 1)"
"('40.73637', '-73.98493')","(1, 2)"
"('40.74394', '-73.98362')","(5, 3)"
"('40.75394', '-73.97214')","(1, 1)"
"('40.67816', '-73.99612')","(1, 2)"
"('40.76508', '-73.97487')","(3, 1)"
"('40.76523', '-73.95493')","(6, 1)"
"('40.77234', '-73.95268')","(4, 4)"
"('40.77098', '-73.99091')","(3, 1)"
"('40.75434', '-73.97697')","(2, 1)"
"('40.80761', '-73.95304')","(1, 2)"
"('40.80202', '-73.94969')","(1, 2)"
"('40.72666', '-73.98308')","(3, 4)"
"('40.77792', '-73.98208')","(5, 2)"
"('40.72067', '-73.97823')","(1, 1)"
"('40.73361', '-73.99955')","(2, 3)"
"('40.74492', '-73.98082')","(3, 1)"
"('40.76049', '-73.96604')","(1, 1)"
"('40.74581', '-74.00553')","(1, 1)"
"('40.79084', '-73.97456')","(4, 2)"
"('40.73115', '-74.00892')","(1, 1)"
"('40.79791', '-73.96384')","(1, 2)"
"('40.76864', '-73.96982')","(3, 2)"
"('40.71762', '-74.00027')","(1, 3)"
"('40.68362', '-73.99755')","(3, 3)"
"('40.78119', '-73.97974')","(7, 2)"
"('40.78973', '-73.96609')","(2, 2)"
"('40.70437', '-73.83282')","(1, 2)"
"('40.75979', '-73.98792')","(3, 1)"
"('40.77165', '-73.95318')","(3, 1)"
"('40.70303', '-73.98466')","(2, 1)"
"('40.76178', '-73.95744')","(2, 1)"
"('40.78397', '-73.97031')","(3, 2)"
"('40.72365', '-73.99102')","(1, 10)"
"('40.74763', '-73.88393')","(1, 4)"
"('40.74356', '-73.99232')","(9, 7)"
"('40.75202', '-74.00472')","(3, 1)"
"('40.77237', '-73.96078')","(8, 1)"
"('40.75671', '-73.91422')","(1, 2)"
"('40.73656', '-74.00109')","(1, 4)"
"('40.72062', '-73.95924')","(1, 1)"
"('40.75221', '-73.99942')","(1, 1)"
"('40.78017', '-73.95719')","(3, 4)"
"('40.67799', '-73.97305')","(2, 2)"
"('40.76546', '-73.97004')","(3, 1)"
"('40.79726', '-73.94053')","(1, 1)"
"('40.75597', '-73.97696')","(1, 1)"
"('40.76686', '-73.95977')","(1, 2)"
"('40.74105', '-73.99786')","(5, 2)"
"('40.75014', '-73.86072')","(1, 1)"
"('40.74777', '-73.98504')","(3, 2)"
"('40.76155', '-73.96658')","(5, 4)"
"('40.68079', '-73.95839')","(1, 1)"
"('40.71169', '-73.95123')","(1, 4)"
"('40.71946', '-73.98637')","(2, 1)"
"('40.71088', '-73.95346')","(1, 1)"
"('40.72547', '-73.98395')","(6, 4)"
"('40.82225', '-73.95615')","(1, 2)"
"('40.72469', '-73.97841')","(5, 2)"
"('40.71426', '-73.98093')","(1, 1)"
"('40.75513', '-73.96524')","(3, 3)"
"('40.75578', '-74.00198')","(1, 2)"
"('40.74264', '-73.98245')","(5, 2)"
"('40.79659', '-73.97036')","(4, 1)"
"('40.75973', '-73.97422')","(2, 2)"
"('40.74542', '-73.99096')","(4, 4)"
"('40.72841', '-73.99425')","(1, 1)"
"('40.77473', '-73.98817')","(4, 1)"
"('40.76197', '-73.92538')","(1, 4)"
"('40.72196', '-74.00823')","(4, 1)"
"('40.73007', '-73.99284')","(6, 3)"
"('40.78497', '-73.98263')","(1, 3)"
"('40.77485', '-73.98065')","(4, 3)"
"('40.78316', '-73.98047')","(1, 1)"
"('40.74342', '-73.99984')","(2, 1)"
"('40.79783', '-73.96945')","(1, 1)"
"('40.76364', '-73.97768')","(4, 6)"
"('40.73468', '-73.99997')","(4, 1)"
"('40.78785', '-73.96744')","(1, 1)"
"('40.80509', '-73.95487')","(1, 2)"
"('40.74912', '-73.98823')","(1, 1)"
"('40.74824', '-73.97628')","(2, 2)"
"('40.78065', '-73.97641')","(3, 2)"
"('40.67382', '-73.97588')","(1, 3)"
"('40.73396', '-73.98877')","(2, 3)"
"('40.72721', '-73.99527')","(2, 2)"
"('40.76816', '-73.95278')","(1, 1)"
"('40.75848', '-73.97513')","(2, 1)"
"('40.74064', '-73.97579')","(1, 3)"
"('40.72519', '-73.98704')","(1, 2)"
"('40.73363', '-74.00278')","(6, 3)"
"('40.73329', '-73.98717')","(6, 9)"
"('40.64238', '-73.92538')","(1, 1)"
"('40.69645', '-73.94649')","(1, 1)"
"('40.77493', '-73.94476')","(1, 1)"
"('40.79531', '-73.93591')","(1, 1)"
"('40.75478', '-73.97993')","(8, 3)"
"('40.74208', '-73.98497')","(6, 4)"
"('40.77109', '-73.96593')","(2, 2)"
"('40.79104', '-73.95137')","(2, 1)"
"('40.75348', '-73.98088')","(2, 10)"
"('40.68968', '-73.99236')","(1, 2)"
"('40.75425', '-73.96899')","(7, 1)"
"('40.73816', '-73.98363')","(6, 2)"
"('40.76473', '-73.96635')","(12, 3)"
"('40.77233', '-73.95871')","(4, 1)"
"('40.78273', '-73.95533')","(2, 1)"
"('40.72978', '-73.98682')","(10, 2)"
"('40.77592', '-73.95316')","(11, 5)"
"('40.77057', '-73.98214')","(4, 1)"
"('40.73071', '-74.00445')","(2, 3)"
"('40.72179', '-73.99985')","(1, 2)"
"('40.75894', '-73.96848')","(1, 3)"
"('40.77787', '-73.95174')","(4, 5)"
"('40.76212', '-73.99738')","(1, 1)"
"('40.82268', '-73.94946')","(1, 3)"
"('40.67641', '-73.98045')","(1, 5)"
"('40.74843', '-73.98247')","(3, 2)"
"('40.74345', '-73.98819')","(4, 4)"
"('40.76092', '-73.96913')","(3, 4)"
"('40.74161', '-73.99374')","(5, 3)"
"('40.73257', '-74.00033')","(2, 1)"
"('40.75866', '-73.98875')","(13, 1)"
"('40.75524', '-73.97327')","(6, 3)"
"('40.78085', '-73.95881')","(9, 2)"
"('40.75472', '-73.97787')","(4, 1)"
"('40.75237', '-73.97034')","(5, 2)"
"('40.76979', '-73.98806')","(2, 2)"
"('40.76399', '-73.95878')","(1, 1)"
"('40.75415', '-73.98691')","(3, 1)"
"('40.67369', '-73.96719')","(1, 1)"
"('40.70501', '-73.94946')","(1, 4)"
"('40.77938', '-73.98105')","(2, 1)"
"('40.77863', '-73.94807')","(7, 1)"
"('40.78028', '-73.98151')","(3, 2)"
"('40.80545', '-73.96576')","(3, 1)"
"('40.71523', '-74.01337')","(1, 2)"
"('40.75645', '-73.97031')","(9, 3)"
"('40.76202', '-74.00115')","(1, 1)"
"('40.72806', '-73.99895')","(3, 4)"
"('40.77759', '-73.95909')","(1, 1)"
"('40.71702', '-73.96526')","(1, 1)"
"('40.74572', '-73.98399')","(3, 1)"
"('40.73072', '-73.98906')","(2, 1)"
"('40.80613', '-73.96154')","(1, 3)"
"('40.74639', '-73.97763')","(3, 2)"
"('40.79089', '-73.94517')","(2, 1)"
"('40.77914', '-73.94477')","(1, 1)"
"('40.72775', '-73.95724')","(1, 2)"
"('40.76599', '-73.98712')","(3, 2)"
"('40.72564', '-73.99375')","(2, 2)"
"('40.67607', '-73.97753')","(1, 2)"
"('40.71681', '-73.99776')","(2, 2)"
"('40.72508', '-73.99532')","(2, 4)"
"('40.74959', '-74.00278')","(4, 1)"
"('40.77139', '-73.95043')","(2, 5)"
"('40.72093', '-73.99379')","(1, 5)"
"('40.80312', '-73.94043')","(1, 1)"
"('40.74223', '-73.99329')","(11, 9)"
"('40.75802', '-73.98179')","(5, 3)"
"('40.78336', '-73.95487')","(4, 1)"
"('40.78453', '-73.97359')","(8, 1)"
"('40.67112', '-73.94093')","(1, 1)"
"('40.73754', '-74.00386')","(2, 1)"
"('40.76383', '-73.97814')","(1, 1)"
"('40.71728', '-73.95832')","(1, 1)"
"('40.59863', '-73.95827')","(1, 2)"
"('40.78646', '-73.94839')","(1, 1)"
"('40.75141', '-73.98764')","(2, 1)"
"('40.76403', '-73.98247')","(3, 3)"
"('40.72649', '-74.00234')","(5, 1)"
"('40.72131', '-73.99471')","(3, 1)"
"('40.73032', '-74.00246')","(6, 2)"
"('40.75077', '-73.97653')","(2, 1)"
"('40.70839', '-73.93995')","(1, 3)"
"('40.72343', '-73.95058')","(2, 1)"
"('40.70838', '-74.00481')","(2, 1)"
"('40.76521', '-73.91393')","(3, 2)"
"('40.74661', '-73.99381')","(3, 5)"
"('40.74554', '-73.99906')","(4, 1)"
"('40.74727', '-73.98961')","(2, 8)"
"('40.74347', '-74.00723')","(3, 2)"
"('40.76685', '-73.95374')","(7, 2)"
"('40.68608', '-73.99091')","(1, 1)"
"('40.73182', '-73.98826')","(5, 1)"
"('40.71948', '-73.99128')","(1, 4)"
"('40.74556', '-73.98941')","(1, 1)"
"('40.76103', '-73.98701')","(7, 2)"
"('40.75447', '-73.98018')","(3, 1)"
"('40.75394', '-73.98477')","(1, 1)"
"('40.74675', '-73.98159')","(4, 1)"
"('40.721', '-73.98934')","(1, 1)"
"('40.81273', '-73.93761')","(1, 3)"
"('40.74853', '-73.97314')","(5, 3)"
"('40.74834', '-73.98464')","(4, 2)"
"('40.81037', '-73.94357')","(1, 1)"
"('40.72376', '-73.97907')","(2, 1)"
"('40.75551', '-73.98362')","(3, 3)"
"('40.75676', '-73.96715')","(6, 5)"
"('40.70242', '-73.98669')","(1, 1)"
"('40.80292', '-73.96757')","(1, 1)"
"('40.76461', '-73.95832')","(2, 1)"
"('40.75653', '-73.98811')","(1, 1)"
"('40.76546', '-73.98198')","(2, 1)"
"('40.74524', '-73.98479')","(2, 4)"
"('40.75108', '-73.98685')","(3, 4)"
"('40.70713', '-73.90325')","(1, 1)"
"('40.76411', '-73.98849')","(4, 2)"
"('40.76943', '-73.95185')","(3, 4)"
"('40.71993', '-74.00142')","(1, 1)"
"('40.77922', '-73.97378')","(1, 1)"
"('40.76015', '-73.99879')","(1, 1)"
"('40.73679', '-73.97849')","(7, 9)"
"('40.75326', '-74.00382')","(3, 1)"
"('40.75888', '-73.97485')","(5, 1)"
"('40.72231', '-73.98625')","(1, 2)"
"('40.76911', '-73.98855')","(1, 9)"
"('40.77138', '-73.95647')","(9, 3)"
"('40.73813', '-74.00204')","(2, 1)"
"('40.68091', '-73.84133')","(1, 1)"
"('40.65922', '-73.96053')","(1, 1)"
"('40.74406', '-73.98774')","(6, 6)"
"('40.78388', '-73.95028')","(3, 2)"
"('40.74084', '-74.00512')","(1, 1)"
"('40.73033', '-73.95273')","(1, 1)"
"('40.77102', '-73.95364')","(4, 2)"
"('40.75656', '-73.99027')","(6, 2)"
"('40.70875', '-74.00965')","(1, 1)"
"('40.75078', '-74.00563')","(1, 3)"
"('40.78012', '-73.95303')","(5, 2)"
"('40.75331', '-73.97258')","(1, 1)"
"('40.72407', '-73.99534')","(1, 1)"
"('40.7222', '-74.01057')","(1, 1)"
"('40.71902', '-73.98978')","(1, 1)"
"('40.76228', '-73.97236')","(3, 5)"
"('40.72093', '-74.00402')","(2, 1)"
"('40.77402', '-73.95455')","(4, 4)"
"('40.75112', '-73.97127')","(4, 1)"
"('40.72579', '-73.99761')","(1, 2)"
"('40.76348', '-73.98894')","(3, 4)"
"('40.77949', '-73.95558')","(4, 1)"
"('40.72224', '-73.98628')","(1, 9)"
"('40.73397', '-73.99094')","(7, 2)"
"('40.70722', '-73.94319')","(1, 1)"
"('40.74141', '-73.98336')","(2, 2)"
"('40.76567', '-73.97623')","(5, 10)"
"('40.76573', '-73.92643')","(1, 2)"
"('40.71156', '-74.01578')","(3, 2)"
"('40.74723', '-73.99337')","(4, 1)"
"('40.78333', '-73.97075')","(1, 2)"
"('40.75228', '-73.98969')","(8, 3)"
"('40.73722', '-73.98139')","(4, 5)"
"('40.78263', '-73.95119')","(6, 1)"
"('40.71552', '-74.00923')","(4, 2)"
"('40.73086', '-73.99302')","(3, 1)"
"('40.74582', '-74.00181')","(2, 1)"
"('40.73683', '-74.00371')","(1, 1)"
"('40.76593', '-73.99087')","(6, 2)"
"('40.72943', '-73.97802')","(2, 5)"
"('40.71879', '-73.98901')","(1, 5)"
"('40.82543', '-73.94804')","(1, 1)"
"('40.72748', '-73.98846')","(9, 1)"
"('40.73916', '-73.99698')","(1, 1)"
"('40.76505', '-73.97479')","(5, 1)"
"('40.76291', '-73.98564')","(3, 5)"
"('40.74478', '-73.97588')","(2, 8)"
"('40.76041', '-73.97582')","(4, 2)"
"('40.72488', '-74.00261')","(4, 1)"
"('40.72569', '-73.99655')","(6, 1)"
"('40.72455', '-74.00193')","(3, 3)"
"('40.73237', '-74.00347')","(1, 1)"
"('40.75417', '-73.98459')","(1, 2)"
"('40.74135', '-73.98912')","(2, 6)"
"('40.77847', '-73.98544')","(3, 2)"
"('40.80425', '-73.96292')","(1, 1)"
"('40.73294', '-73.98636')","(1, 1)"
"('40.74332', '-73.98407')","(4, 7)"
"('40.76701', '-73.93493')","(1, 1)"
"('40.72157', '-73.99775')","(1, 1)"
"('40.77333', '-73.95505')","(8, 4)"
"('40.81238', '-73.92468')","(1, 1)"
"('40.74344', '-74.00354')","(2, 2)"
